student_id,degree,specialization,cgpa,academic_performance,Python,Java,C_CPP,SQL,HTML_CSS,JavaScript,Excel,Power_BI,Statistics,Machine_Learning,Deep_Learning,Cloud_Computing,Networking,Cybersecurity,Git_GitHub,Communication,Problem_Solving,Teamwork,Leadership,Analytical_Thinking,interests,career_label
STU1106,B.Sc Information Technology,Web Technologies,6.12,Second Class,3,1,0,3,2,0,4,3,2,0,0,3,0,2,2,4,4,3,2,5,Data Analysis; Database Management; Web Development,Data Analyst
STU2238,B.Sc Computer Science,Web Technologies,7.16,First Class,4,3,4,3,2,2,1,1,3,0,0,2,5,4,3,4,5,3,2,5,Cybersecurity; Cloud Computing; Artificial Intelligence; Software Development,Cybersecurity Analyst
STU1542,B.Sc Information Technology,Data Science,7.46,First Class,5,3,3,4,3,1,1,1,2,1,0,2,2,2,4,3,5,3,3,4,Software Development; Artificial Intelligence,Software Developer
STU2220,B.Sc Information Technology,Web Technologies,8.02,First Class,3,2,2,3,3,1,0,1,1,0,0,2,5,5,3,2,5,3,3,5,Cybersecurity; Cloud Computing; Software Development; Web Development,Cybersecurity Analyst
STU1481,B.Sc Information Technology,Cloud & Security,5.89,Pass,4,5,4,3,1,3,1,1,1,1,1,2,2,2,4,3,4,4,3,4,Software Development; Database Management; Cloud Computing,Software Developer
STU1166,BCA,Cloud & Security,6.25,Second Class,3,1,0,3,1,1,4,4,4,2,1,2,0,1,1,4,4,2,3,5,Data Analysis; Database Management; Artificial Intelligence,Data Analyst
STU1249,B.Sc Computer Science,Web Technologies,8.04,First Class,5,0,0,5,1,0,3,3,5,4,4,2,1,1,4,4,5,3,3,5,Data Science; Artificial Intelligence; Machine Learning; Database Management,Data Scientist
STU1308,B.Sc Information Technology,Cloud & Security,7.29,First Class,4,2,1,4,0,1,3,3,5,4,4,3,0,1,4,4,5,3,4,5,Data Science; Artificial Intelligence; Machine Learning; Software Development; Cybersecurity,Data Scientist
STU1447,B.Sc Information Technology,Cloud & Security,7.58,First Class,5,4,3,2,0,3,0,1,2,1,0,1,2,2,4,4,5,4,3,5,Software Development; Data Analysis,Software Developer
STU1844,B.Sc Information Technology,Information Technology,6.88,Second Class,2,2,1,5,2,2,4,1,2,0,1,2,3,2,2,3,4,2,3,5,Database Management; Data Analysis; Cybersecurity,Database Administrator
STU1335,B.Sc Information Technology,Software Engineering,8.98,Distinction,4,1,2,4,0,0,3,3,5,4,5,3,1,1,4,5,5,3,4,5,Data Science; Artificial Intelligence; Machine Learning; Software Development; Cloud Computing,Data Scientist
STU1949,B.Sc Information Technology,Data Science,7.27,First Class,2,2,2,4,1,1,3,3,0,0,0,3,1,3,3,3,4,2,2,4,Database Management; Artificial Intelligence,Database Administrator
STU1098,B.Sc Information Technology,Information Technology,7.05,First Class,2,0,0,4,0,1,5,4,4,2,0,2,1,0,2,4,5,4,2,5,Data Analysis; Database Management; Artificial Intelligence,Data Analyst
STU1860,B.Sc Information Technology,Data Science,7.36,First Class,3,0,1,5,0,1,2,1,1,1,0,3,2,3,4,3,4,2,4,3,Database Management,Database Administrator
STU2578,B.Sc Information Technology,Cloud & Security,8.24,First Class,4,3,3,2,1,2,0,1,5,5,4,4,2,2,4,2,5,3,3,5,Machine Learning; Artificial Intelligence; Data Science; Software Development; Cloud Computing,Machine Learning Engineer
STU1738,B.Sc Information Technology,Software Engineering,5.5,Pass,3,2,0,3,4,3,2,1,1,1,0,3,1,2,4,4,4,4,2,3,Web Development; Software Development; Data Science,Web Developer
STU2001,B.Sc Information Technology,Information Technology,5.91,Pass,3,2,1,3,0,2,1,0,1,1,0,5,3,3,4,3,4,3,3,5,Cloud Computing; Artificial Intelligence; Cybersecurity,Cloud Engineer
STU2426,B.Sc Information Technology,Cloud & Security,8.45,First Class,5,3,4,4,2,1,1,2,5,5,5,4,2,2,4,3,4,4,3,5,Machine Learning; Artificial Intelligence; Data Science; Cloud Computing,Machine Learning Engineer
STU1422,B.Sc Information Technology,Software Engineering,6.76,Second Class,4,4,2,3,2,3,1,0,2,2,0,2,2,3,5,3,4,5,3,4,Software Development; Data Science; Cloud Computing,Software Developer
STU1103,B.Sc Information Technology,Web Technologies,7.29,First Class,4,1,0,3,1,1,5,4,5,2,0,3,1,1,2,3,4,3,2,5,Data Analysis; Database Management; Cloud Computing,Data Analyst
STU1435,B.Sc Information Technology,Web Technologies,8.39,First Class,4,2,4,3,2,4,1,0,3,1,0,1,1,2,4,4,5,5,3,4,Software Development; Data Analysis,Software Developer
STU1075,B.Sc Information Technology,Web Technologies,7.88,First Class,2,1,0,5,1,1,3,3,3,1,1,2,1,0,3,4,3,3,2,4,Data Analysis; Database Management; Web Development,Data Analyst
STU2432,B.Sc Information Technology,Information Technology,7.47,First Class,5,3,3,4,0,1,2,2,4,5,5,3,2,2,4,3,4,5,3,5,Machine Learning; Artificial Intelligence; Data Science,Machine Learning Engineer
STU2000,B.Sc Information Technology,Cloud & Security,8.18,First Class,1,2,1,5,1,0,2,2,3,1,0,3,3,3,3,3,4,2,4,4,Database Management; Data Science; Machine Learning,Database Administrator
STU2531,B.Sc Information Technology,Information Technology,7.93,First Class,5,3,3,4,1,1,2,2,2,5,4,3,1,2,3,3,5,5,4,5,Machine Learning; Artificial Intelligence; Data Science; Data Analysis; Database Management,Machine Learning Engineer
STU1303,B.Sc Information Technology,Web Technologies,7.18,First Class,4,2,1,4,2,2,4,3,4,5,4,2,1,0,4,4,5,3,4,5,Data Science; Artificial Intelligence; Machine Learning; Web Development; Data Analysis,Data Scientist
STU2378,B.Sc Computer Science,Information Technology,7.43,First Class,3,2,4,3,2,2,0,2,3,0,0,3,5,4,3,2,5,3,3,5,Cybersecurity; Cloud Computing; Software Development; Data Science,Cybersecurity Analyst
STU2345,B.Sc Information Technology,Software Engineering,7.77,First Class,3,2,3,2,1,3,0,1,3,0,0,2,4,4,3,3,5,4,2,5,Cybersecurity; Cloud Computing; Machine Learning,Cybersecurity Analyst
STU2302,B.Sc Information Technology,Web Technologies,6.34,Second Class,2,1,3,2,2,0,1,1,2,0,0,3,5,5,3,2,5,3,3,5,Cybersecurity; Cloud Computing,Cybersecurity Analyst
STU1825,BCA,Cloud & Security,7.32,First Class,2,2,0,5,1,1,2,1,3,1,0,3,2,3,3,3,4,3,2,4,Database Management; Software Development; Data Analysis,Database Administrator
STU1763,B.Sc Information Technology,Information Technology,6.49,Second Class,3,2,1,2,5,4,0,0,0,0,0,1,2,1,3,3,5,5,3,3,Web Development; Software Development; Database Management,Web Developer
STU1734,B.Sc Information Technology,Software Engineering,8.32,First Class,4,3,1,4,3,3,1,1,1,1,0,1,3,3,4,3,4,4,2,3,Web Development; Software Development; Data Science,Web Developer
STU1389,B.Sc Information Technology,Cloud & Security,8.12,First Class,3,2,1,4,1,1,3,3,4,5,4,2,0,1,4,3,5,3,2,5,Data Science; Artificial Intelligence; Machine Learning; Web Development,Data Scientist
STU1236,B.Sc Information Technology,Information Technology,7.95,First Class,4,3,1,3,1,0,2,3,5,5,4,2,1,1,4,5,5,3,3,5,Data Science; Artificial Intelligence; Machine Learning; Data Analysis; Web Development,Data Scientist
STU2326,BCA,Cloud & Security,5.73,Pass,3,2,2,3,2,2,1,0,2,1,1,3,4,5,2,2,5,4,2,4,Cybersecurity; Cloud Computing; Data Analysis,Cybersecurity Analyst
STU1268,B.Sc Computer Science,Software Engineering,7.19,First Class,5,2,0,4,2,1,2,3,4,5,4,3,0,2,4,4,5,3,3,5,Data Science; Artificial Intelligence; Machine Learning; Web Development,Data Scientist
STU1306,B.Sc Information Technology,Software Engineering,6.87,Second Class,4,2,2,4,0,1,3,1,4,5,3,2,1,1,4,4,5,3,2,5,Data Science; Artificial Intelligence; Machine Learning,Data Scientist
STU1893,B.Sc Information Technology,Information Technology,6.08,Second Class,2,2,1,4,1,0,4,1,3,1,0,2,3,3,3,2,5,4,3,4,Database Management; Software Development,Database Administrator
STU1118,B.Sc Information Technology,Web Technologies,8.45,First Class,3,0,0,3,1,0,4,5,3,2,0,3,1,1,2,4,5,2,3,5,Data Analysis; Database Management; Cybersecurity,Data Analyst
STU2290,B.Sc Information Technology,Cloud & Security,7.34,First Class,3,0,3,3,1,1,1,0,2,1,0,1,5,3,2,3,5,2,2,5,Cybersecurity; Cloud Computing; Data Analysis,Cybersecurity Analyst
STU1674,B.Sc Computer Science,Cloud & Security,6.27,Second Class,4,3,2,2,5,5,1,2,1,1,0,2,2,0,3,3,4,3,2,2,Web Development; Software Development,Web Developer
STU1250,B.Sc Information Technology,Cloud & Security,9.65,Distinction,4,2,2,4,0,0,2,3,5,5,3,2,0,0,4,4,5,3,4,5,Data Science; Artificial Intelligence; Machine Learning; Cybersecurity,Data Scientist
STU2160,B.Sc Information Technology,Data Science,7.33,First Class,1,1,1,2,1,2,2,1,1,0,0,5,4,3,3,4,5,4,4,5,Cloud Computing; Web Development; Data Analysis,Cloud Engineer
STU2325,B.Sc Information Technology,Software Engineering,6.51,Second Class,2,0,2,3,0,2,1,1,2,1,1,3,5,5,3,3,5,3,2,4,Cybersecurity; Cloud Computing,Cybersecurity Analyst
STU1072,B.Sc Information Technology,Web Technologies,7.49,First Class,3,1,0,3,1,1,3,3,4,2,1,3,1,1,2,4,3,3,3,5,Data Analysis; Database Management; Cybersecurity,Data Analyst
STU1095,B.Sc Information Technology,Data Science,5.83,Pass,2,0,0,5,1,2,4,4,3,2,1,2,1,1,1,5,4,3,2,5,Data Analysis; Database Management,Data Analyst
STU1966,B.Sc Information Technology,Software Engineering,6.3,Second Class,3,2,1,5,1,0,4,3,2,0,0,4,1,3,3,3,5,2,3,5,Database Management; Cybersecurity,Database Administrator
STU1034,B.Sc Information Technology,Data Science,7.01,First Class,1,0,0,2,0,1,4,5,4,2,0,2,1,0,2,4,4,3,2,5,Data Analysis; Database Management; Cybersecurity; Web Development,Data Analyst
STU1800,B.Sc Computer Science,Cloud & Security,7.3,First Class,4,2,1,3,4,5,1,1,0,1,0,2,2,2,4,4,3,5,2,4,Web Development; Software Development; Machine Learning,Web Developer
STU2168,B.Sc Information Technology,Information Technology,7.92,First Class,1,2,1,2,0,2,1,1,0,0,0,5,4,3,5,4,4,4,3,4,Cloud Computing; Software Development; Artificial Intelligence,Cloud Engineer
STU1449,B.Sc Computer Science,Web Technologies,8.08,First Class,3,3,4,2,2,3,1,0,3,1,1,2,1,1,2,3,4,4,3,4,Software Development,Software Developer
STU1446,B.Sc Information Technology,Cloud & Security,7.94,First Class,3,2,4,2,1,2,1,1,2,0,0,2,2,1,2,4,5,3,2,5,Software Development; Cybersecurity,Software Developer
STU1772,B.Sc Computer Science,Information Technology,6.8,Second Class,2,2,1,1,4,5,0,0,1,1,0,3,2,2,4,3,3,4,2,3,Web Development; Software Development; Database Management; Cloud Computing,Web Developer
STU1717,B.Sc Information Technology,Data Science,8.31,First Class,3,2,1,3,5,5,0,2,1,1,0,0,3,2,4,2,4,3,2,3,Web Development; Software Development,Web Developer
STU2011,B.Sc Information Technology,Software Engineering,7.63,First Class,2,2,0,2,0,1,1,2,1,0,0,4,4,3,4,2,5,4,4,4,Cloud Computing; Software Development; Cybersecurity,Cloud Engineer
STU2217,B.Sc Information Technology,Software Engineering,6.81,Second Class,3,2,3,3,1,2,1,1,2,1,0,3,5,5,3,3,5,3,3,4,Cybersecurity; Cloud Computing,Cybersecurity Analyst
STU1001,B.Sc Information Technology,Web Technologies,7.66,First Class,3,1,0,4,1,0,4,2,4,3,0,3,1,1,0,3,4,3,1,5,Data Analysis; Database Management,Data Analyst
STU2314,B.Sc Computer Science,Information Technology,7.2,First Class,3,2,3,3,3,3,1,1,2,0,0,3,5,5,3,4,5,3,4,5,Cybersecurity; Cloud Computing; Database Management; Data Analysis,Cybersecurity Analyst
STU2097,B.Sc Computer Science,Software Engineering,6.92,Second Class,2,2,1,2,2,2,1,1,1,2,0,5,4,3,4,4,5,4,3,4,Cloud Computing; Cybersecurity,Cloud Engineer
STU1078,B.Sc Information Technology,Information Technology,6.61,Second Class,3,0,0,4,1,1,4,5,5,1,0,2,2,1,1,4,4,4,3,5,Data Analysis; Database Management,Data Analyst
STU1085,B.Sc Information Technology,Software Engineering,6.79,Second Class,3,1,0,4,0,0,4,3,4,2,1,2,0,1,0,4,5,2,2,5,Data Analysis; Database Management; Machine Learning; Artificial Intelligence,Data Analyst
STU1951,B.Sc Information Technology,Data Science,7.32,First Class,2,3,1,5,1,0,1,2,2,0,0,3,3,1,3,2,3,2,3,3,Database Management,Database Administrator
STU1083,B.Sc Information Technology,Data Science,8.78,Distinction,2,0,0,4,1,0,5,2,5,0,0,1,2,1,1,4,3,2,3,5,Data Analysis; Database Management; Data Science; Cybersecurity,Data Analyst
STU1458,B.Sc Computer Science,Data Science,7.75,First Class,4,4,4,2,2,1,0,0,2,1,0,2,1,2,3,3,5,3,3,4,Software Development; Machine Learning; Artificial Intelligence,Software Developer
STU2036,B.Sc Information Technology,Web Technologies,7.64,First Class,3,2,0,2,0,1,1,0,1,2,0,5,3,4,3,2,3,4,3,5,Cloud Computing; Web Development; Artificial Intelligence,Cloud Engineer
STU1677,B.Sc Information Technology,Software Engineering,7.89,First Class,3,2,2,4,5,5,1,0,1,2,0,2,2,2,4,3,4,4,3,4,Web Development; Software Development,Web Developer
STU2538,B.Sc Information Technology,Data Science,7.07,First Class,5,2,2,4,2,1,2,3,5,5,5,3,3,3,4,4,4,4,3,5,Machine Learning; Artificial Intelligence; Data Science,Machine Learning Engineer
STU2170,B.Sc Information Technology,Data Science,6.98,Second Class,3,2,1,3,1,2,1,1,0,0,0,5,3,2,4,3,5,3,4,4,Cloud Computing; Web Development; Software Development,Cloud Engineer
STU1437,B.Sc Information Technology,Web Technologies,7.57,First Class,4,4,3,3,2,4,2,0,2,1,0,1,1,2,4,4,5,4,2,3,Software Development; Web Development,Software Developer
STU1771,B.Sc Computer Science,Information Technology,8.44,First Class,2,0,1,3,5,5,1,1,1,1,0,1,2,2,5,2,3,3,1,3,Web Development; Software Development; Cloud Computing; Artificial Intelligence,Web Developer
STU1870,B.Sc Information Technology,Data Science,6.5,Second Class,2,2,0,4,2,0,1,2,3,1,0,2,4,3,3,3,3,2,3,3,Database Management; Web Development; Cloud Computing,Database Administrator
STU1645,B.Sc Information Technology,Data Science,6.61,Second Class,3,1,2,3,5,5,0,0,0,1,0,2,2,3,3,3,4,4,2,3,Web Development; Software Development; Machine Learning,Web Developer
STU1863,B.Sc Information Technology,Web Technologies,8.06,First Class,2,2,2,5,2,0,3,2,1,1,0,3,3,3,3,3,4,3,3,3,Database Management,Database Administrator
STU2555,BCA,Web Technologies,8.47,First Class,5,1,3,4,1,2,2,2,5,4,5,4,1,3,2,2,5,4,3,5,Machine Learning; Artificial Intelligence; Data Science; Cloud Computing,Machine Learning Engineer
STU2031,B.Sc Information Technology,Web Technologies,6.54,Second Class,3,2,0,2,0,0,0,0,0,1,0,5,4,2,5,3,5,4,3,5,Cloud Computing; Machine Learning,Cloud Engineer
STU2270,B.Sc Information Technology,Data Science,6.9,Second Class,4,3,1,4,2,3,2,1,1,0,0,3,5,5,2,4,4,3,3,4,Cybersecurity; Cloud Computing; Data Science,Cybersecurity Analyst
STU2191,B.Sc Information Technology,Software Engineering,6.97,Second Class,3,2,0,2,1,2,0,0,1,0,0,4,4,1,4,4,4,5,3,4,Cloud Computing,Cloud Engineer
STU1405,B.Sc Information Technology,Web Technologies,7.7,First Class,3,2,4,3,2,3,2,1,2,0,0,2,2,2,4,3,5,4,4,4,Software Development,Software Developer
STU2388,B.Sc Information Technology,Cloud & Security,9.31,Distinction,3,2,3,1,2,1,1,1,1,1,0,3,4,4,3,2,5,2,3,5,Cybersecurity; Cloud Computing; Software Development,Cybersecurity Analyst
STU2042,B.Sc Information Technology,Web Technologies,7.82,First Class,3,2,0,2,1,0,0,0,1,1,0,4,4,1,4,3,4,4,3,3,Cloud Computing; Data Science; Web Development,Cloud Engineer
STU2269,B.Sc Information Technology,Cloud & Security,7.0,First Class,3,1,3,3,2,2,0,0,1,1,0,1,5,5,3,2,5,4,3,5,Cybersecurity; Cloud Computing; Software Development; Database Management,Cybersecurity Analyst
STU1105,B.Sc Information Technology,Cloud & Security,7.73,First Class,2,1,0,4,0,1,2,4,4,1,0,2,2,2,0,4,4,3,2,5,Data Analysis; Database Management; Cybersecurity; Web Development,Data Analyst
STU1610,BCA,Data Science,6.19,Second Class,3,2,1,1,5,5,1,1,1,1,0,2,1,1,4,2,5,4,3,2,Web Development; Software Development; Database Management,Web Developer
STU1947,B.Sc Information Technology,Web Technologies,7.7,First Class,2,3,0,5,1,0,3,2,2,0,0,2,3,3,2,3,4,3,3,4,Database Management,Database Administrator
STU1689,B.Sc Information Technology,Information Technology,6.4,Second Class,3,1,1,3,4,5,0,1,2,1,1,2,2,3,2,2,4,4,2,2,Web Development; Software Development; Data Analysis; Cloud Computing,Web Developer
STU2047,B.Sc Computer Science,Software Engineering,7.44,First Class,3,2,1,3,1,1,0,0,1,2,0,5,5,4,4,2,4,4,3,4,Cloud Computing; Web Development,Cloud Engineer
STU1827,B.Sc Information Technology,Data Science,6.02,Second Class,0,3,0,5,1,1,3,3,2,1,0,4,3,2,2,3,4,3,3,3,Database Management; Machine Learning,Database Administrator
STU2218,B.Sc Computer Science,Data Science,6.2,Second Class,1,1,3,2,2,2,1,1,1,1,0,3,5,5,2,3,5,3,2,5,Cybersecurity; Cloud Computing,Cybersecurity Analyst
STU2041,B.Sc Information Technology,Software Engineering,6.67,Second Class,3,2,2,3,1,2,0,1,1,1,0,5,5,1,4,3,4,4,2,4,Cloud Computing,Cloud Engineer
STU1063,B.Sc Information Technology,Cloud & Security,7.41,First Class,4,2,0,5,0,0,4,4,4,2,0,1,1,1,2,4,4,2,1,5,Data Analysis; Database Management; Software Development,Data Analyst
STU1282,B.Sc Information Technology,Data Science,7.94,First Class,5,2,1,5,1,0,4,3,4,5,4,4,1,0,4,4,5,3,4,4,Data Science; Artificial Intelligence; Machine Learning; Cybersecurity,Data Scientist
STU1853,B.Sc Information Technology,Software Engineering,6.22,Second Class,0,2,0,5,2,2,2,2,2,2,0,1,3,3,3,3,4,3,4,5,Database Management; Data Analysis,Database Administrator
STU1779,B.Sc Information Technology,Cloud & Security,7.65,First Class,2,1,2,4,5,5,1,1,0,1,0,2,3,2,5,3,4,4,2,3,Web Development; Software Development; Cybersecurity; Cloud Computing,Web Developer
STU2207,B.Sc Information Technology,Web Technologies,7.52,First Class,3,0,4,4,2,1,0,0,2,0,0,3,3,5,2,4,5,3,2,5,Cybersecurity; Cloud Computing; Machine Learning,Cybersecurity Analyst
STU1239,B.Sc Information Technology,Web Technologies,8.4,First Class,5,1,1,4,2,1,3,4,5,3,3,3,0,2,4,4,5,3,4,5,Data Science; Artificial Intelligence; Machine Learning; Web Development,Data Scientist
STU1224,B.Sc Information Technology,Cloud & Security,7.13,First Class,5,2,1,4,0,1,3,2,5,5,5,2,0,0,5,3,5,2,3,5,Data Science; Artificial Intelligence; Machine Learning; Cybersecurity; Web Development,Data Scientist
STU1146,B.Sc Information Technology,Cloud & Security,7.79,First Class,2,0,1,4,1,0,4,4,4,2,1,1,1,1,2,3,3,4,2,5,Data Analysis; Database Management; Software Development; Cloud Computing,Data Analyst
STU2491,B.Sc Computer Science,Cloud & Security,7.42,First Class,5,3,3,4,1,3,2,1,3,3,5,3,3,3,4,4,5,4,3,4,Machine Learning; Artificial Intelligence; Data Science; Web Development; Data Analysis,Machine Learning Engineer
STU1374,B.Sc Information Technology,Web Technologies,8.03,First Class,5,2,2,2,1,1,3,2,5,5,4,3,2,1,4,4,5,3,3,4,Data Science; Artificial Intelligence; Machine Learning; Cloud Computing,Data Scientist
STU2308,B.Sc Information Technology,Web Technologies,7.05,First Class,3,3,4,3,1,0,0,1,0,1,0,1,5,5,4,4,4,3,2,5,Cybersecurity; Cloud Computing; Software Development,Cybersecurity Analyst
STU1119,B.Sc Computer Science,Web Technologies,7.67,First Class,4,1,0,4,2,2,3,4,4,2,0,3,1,1,3,4,4,3,1,5,Data Analysis; Database Management,Data Analyst
STU2199,B.Sc Information Technology,Cloud & Security,8.27,First Class,4,1,1,1,0,2,1,0,0,2,0,5,4,2,4,2,3,3,3,3,Cloud Computing,Cloud Engineer
STU2275,BCA,Information Technology,7.33,First Class,3,2,3,1,1,1,1,1,2,0,0,1,3,3,4,3,5,2,4,5,Cybersecurity; Cloud Computing; Software Development,Cybersecurity Analyst
STU1251,B.Sc Information Technology,Web Technologies,8.56,Distinction,5,0,0,4,0,1,3,2,5,5,3,3,1,1,5,4,5,3,3,5,Data Science; Artificial Intelligence; Machine Learning; Cloud Computing,Data Scientist
STU2541,B.Sc Computer Science,Data Science,7.75,First Class,5,2,4,4,0,0,2,2,3,5,4,3,2,2,4,3,5,5,2,5,Machine Learning; Artificial Intelligence; Data Science; Database Management; Cybersecurity,Machine Learning Engineer
STU2287,BCA,Data Science,8.14,First Class,3,2,4,3,2,2,1,1,1,1,0,3,5,5,2,2,5,3,3,4,Cybersecurity; Cloud Computing; Database Management,Cybersecurity Analyst
STU2478,B.Sc Information Technology,Software Engineering,6.37,Second Class,4,2,4,3,2,0,2,3,5,4,5,3,2,2,4,3,4,3,2,5,Machine Learning; Artificial Intelligence; Data Science,Machine Learning Engineer
STU1010,B.Sc Information Technology,Information Technology,8.33,First Class,1,2,0,3,2,1,5,4,4,2,1,0,1,0,1,4,4,3,3,5,Data Analysis; Database Management,Data Analyst
STU1450,B.Sc Information Technology,Cloud & Security,7.09,First Class,2,4,4,3,2,1,2,2,2,0,0,3,2,2,3,2,4,5,3,4,Software Development,Software Developer
STU2236,B.Sc Information Technology,Software Engineering,7.23,First Class,2,0,1,3,1,2,0,2,3,0,0,2,5,5,3,3,5,3,4,5,Cybersecurity; Cloud Computing,Cybersecurity Analyst
STU2007,B.Sc Information Technology,Software Engineering,5.5,Pass,3,2,1,0,0,1,2,1,1,1,0,5,4,4,5,4,4,5,3,5,Cloud Computing; Software Development; Web Development,Cloud Engineer
STU1709,B.Sc Computer Science,Cloud & Security,7.45,First Class,2,2,1,3,5,5,1,0,0,2,0,1,2,2,4,4,3,4,1,3,Web Development; Software Development,Web Developer
STU1256,B.Sc Information Technology,Information Technology,8.49,First Class,5,2,0,5,2,0,3,3,5,4,4,4,1,0,4,4,5,3,2,4,Data Science; Artificial Intelligence; Machine Learning; Web Development; Software Development,Data Scientist
STU1883,B.Sc Information Technology,Data Science,7.34,First Class,2,2,1,5,1,0,3,1,2,0,0,4,3,3,3,2,4,3,4,4,Database Management; Cybersecurity,Database Administrator
STU1594,B.Sc Information Technology,Data Science,7.45,First Class,3,3,5,3,0,3,1,1,0,1,0,2,2,0,3,3,5,4,3,5,Software Development,Software Developer
STU1390,B.Sc Information Technology,Web Technologies,8.87,Distinction,5,3,2,5,1,1,3,1,5,5,4,3,1,0,3,3,4,4,2,5,Data Science; Artificial Intelligence; Machine Learning; Cloud Computing,Data Scientist
STU2583,B.Sc Information Technology,Cloud & Security,9.4,Distinction,5,1,3,5,2,2,0,2,5,5,5,4,2,2,4,3,5,5,2,5,Machine Learning; Artificial Intelligence; Data Science; Data Analysis,Machine Learning Engineer
STU2279,BCA,Information Technology,7.75,First Class,1,2,3,2,1,3,1,1,1,1,0,2,5,5,3,2,4,4,4,5,Cybersecurity; Cloud Computing; Artificial Intelligence; Data Analysis,Cybersecurity Analyst
STU1558,B.Sc Information Technology,Information Technology,8.5,Distinction,5,4,5,4,2,3,1,1,0,1,0,2,3,2,3,4,5,4,3,4,Software Development; Machine Learning; Cloud Computing,Software Developer
STU1909,B.Sc Information Technology,Information Technology,7.46,First Class,2,1,1,5,0,1,2,1,2,1,0,3,2,1,2,2,3,4,3,3,Database Management,Database Administrator
STU1925,B.Sc Information Technology,Data Science,7.3,First Class,1,2,0,5,0,0,3,2,1,0,0,4,3,3,3,2,4,2,3,4,Database Management; Artificial Intelligence,Database Administrator
STU2423,B.Sc Information Technology,Information Technology,8.09,First Class,5,2,3,4,0,2,2,0,4,5,4,4,3,3,4,3,4,3,3,5,Machine Learning; Artificial Intelligence; Data Science; Data Analysis; Cloud Computing,Machine Learning Engineer
STU2152,B.Sc Information Technology,Software Engineering,6.72,Second Class,3,1,0,2,1,1,1,2,0,0,1,5,4,2,4,3,5,4,3,5,Cloud Computing; Data Science; Software Development,Cloud Engineer
STU1461,B.Sc Information Technology,Data Science,7.69,First Class,3,4,4,2,2,4,2,1,2,1,0,2,3,3,4,3,4,4,3,5,Software Development; Data Analysis; Machine Learning,Software Developer
STU1724,B.Sc Information Technology,Cloud & Security,6.58,Second Class,3,0,2,3,5,5,2,2,2,1,0,2,0,1,4,3,4,4,2,3,Web Development; Software Development; Data Science,Web Developer
STU2344,B.Sc Information Technology,Software Engineering,8.01,First Class,4,2,3,4,2,2,1,1,2,0,1,2,5,4,2,3,5,3,2,5,Cybersecurity; Cloud Computing; Software Development; Data Analysis,Cybersecurity Analyst
STU2474,B.Sc Information Technology,Data Science,8.84,Distinction,5,3,2,4,1,1,2,1,4,4,5,4,0,1,4,3,5,3,3,5,Machine Learning; Artificial Intelligence; Data Science; Cybersecurity,Machine Learning Engineer
STU1145,B.Sc Information Technology,Cloud & Security,7.39,First Class,3,1,0,4,1,1,4,4,3,2,0,2,1,1,3,4,5,3,2,5,Data Analysis; Database Management; Software Development,Data Analyst
STU1502,B.Sc Information Technology,Data Science,6.65,Second Class,3,4,4,2,3,2,1,0,2,1,0,2,2,2,3,3,4,4,3,5,Software Development; Cybersecurity,Software Developer
STU1923,B.Sc Information Technology,Software Engineering,5.89,Pass,2,2,1,4,1,1,3,2,2,0,1,3,1,3,4,3,4,2,3,4,Database Management; Cloud Computing,Database Administrator
STU2166,B.Sc Computer Science,Web Technologies,7.21,First Class,3,1,0,0,1,1,2,1,1,1,0,5,5,1,4,3,5,4,2,4,Cloud Computing; Web Development,Cloud Engineer
STU1740,B.Sc Information Technology,Web Technologies,9.9,Distinction,3,2,2,3,5,5,0,1,2,1,0,1,2,3,4,2,4,4,1,4,Web Development; Software Development; Cybersecurity; Machine Learning,Web Developer
STU2477,B.Sc Information Technology,Software Engineering,6.96,Second Class,5,2,3,4,2,1,1,2,4,5,5,4,2,1,4,2,5,3,4,5,Machine Learning; Artificial Intelligence; Data Science,Machine Learning Engineer
STU1869,B.Sc Information Technology,Data Science,7.57,First Class,1,1,1,5,1,1,3,2,2,1,1,4,3,3,3,3,3,3,4,4,Database Management; Artificial Intelligence; Data Science,Database Administrator
STU1732,B.Sc Information Technology,Cloud & Security,8.26,First Class,3,2,2,3,5,5,1,1,0,0,0,2,2,1,4,3,4,4,2,3,Web Development; Software Development; Data Analysis,Web Developer
STU1540,B.Sc Information Technology,Web Technologies,6.45,Second Class,5,4,2,4,3,3,2,1,3,0,0,2,0,2,4,3,4,5,2,4,Software Development; Database Management; Cybersecurity,Software Developer
STU1178,B.Sc Information Technology,Information Technology,5.74,Pass,3,2,0,3,1,0,4,2,5,1,0,2,1,0,2,4,4,2,3,5,Data Analysis; Database Management,Data Analyst
STU2543,B.Sc Information Technology,Web Technologies,6.81,Second Class,5,3,3,4,0,0,2,2,4,5,5,4,1,2,4,3,5,3,3,5,Machine Learning; Artificial Intelligence; Data Science; Data Analysis; Software Development,Machine Learning Engineer
STU1698,BCA,Software Engineering,7.6,First Class,3,2,0,3,5,4,0,0,1,0,0,2,2,2,4,3,4,4,3,3,Web Development; Software Development; Database Management,Web Developer
STU2487,B.Sc Information Technology,Software Engineering,6.49,Second Class,5,4,3,3,0,2,1,2,5,5,3,5,2,1,4,3,5,3,2,5,Machine Learning; Artificial Intelligence; Data Science; Cloud Computing; Database Management,Machine Learning Engineer
